title,release_date,budget,revenue,roi,vote_average,vote_count,runtime,genres,avg_trend_before,max_trend_before,peak_date_before,avg_trend_after,max_trend_after
The Forever Purge,2021-06-30,18000000,76994245,4.28,6.881,2642,103,"Action, Horror, Thriller",,,,,
The Lost Daughter,2021-12-15,5000000,703281,0.14,6.5,1083,122,Drama,,,,,
Godzilla vs. Kong,2021-03-24,200000000,470116094,2.35,7.541,10505,114,"Action, Science Fiction, Adventure",,,,,
"The French Dispatch of the Liberty, Kansas Evening Sun",2021-10-21,25000000,46333545,1.85,7.011,2917,108,"Drama, Comedy",,,,,
F9,2021-05-19,200000000,726229501,3.63,7.015,7614,143,"Action, Adventure, Crime",,,,,
Antlers,2021-10-28,17000000,18867659,1.11,6.221,1212,99,"Drama, Horror, Mystery",,,,,
Chernobyl: Abyss,2021-04-15,9100000,6459306,0.71,6.2,557,136,"Drama, History, Adventure, Action, Fantasy, Mystery",,,,,
Last Night in Soho,2021-10-21,43000000,22957625,0.53,7.28,3778,117,"Horror, Mystery",,,,,
Army of Thieves,2021-10-29,30000000,46900000,1.56,6.809,2231,128,"Action, Crime, Comedy",,,,,
Spirit Untamed,2021-05-20,30000000,42717215,1.42,7.278,544,88,"Animation, Adventure, Family, Western",,,,,
The Conjuring: The Devil Made Me Do It,2021-05-25,39000000,206444123,5.29,7.361,6436,111,"Horror, Mystery, Thriller",,,,,
Kaamelott: The First Chapter,2021-07-21,17516235,19002036,1.08,6.61,745,120,"Adventure, Fantasy, Comedy",,,,,
Don't Look Up,2021-12-08,75000000,791863,0.01,7.062,9158,138,"Comedy, Science Fiction, Drama",,,,,
Nightmare Alley,2021-12-02,60000000,39629195,0.66,6.959,3292,151,"Crime, Drama, Thriller",,,,,
The Little Things,2021-01-28,30000000,29942746,1.0,6.337,2753,128,"Drama, Crime, Thriller",,,,,
The King's Man,2021-12-22,100000000,125897478,1.26,6.719,4972,131,"Action, Adventure, Thriller",,,,,
Diabolik,2021-12-16,11000000,3189418,0.29,6.092,618,133,"Crime, Action, Mystery, Thriller",,,,,
Titane,2021-07-14,6600000,4982335,0.75,6.333,1637,108,"Drama, Thriller, Horror",,,,,
Halloween Kills,2021-10-14,20000000,133423964,6.67,6.421,2866,105,"Horror, Thriller",,,,,
Lamb,2021-08-12,5000000,3200000,0.64,6.423,1015,106,"Drama, Fantasy, Horror",,,,,
The Green Knight,2021-07-29,15000000,18887953,1.26,6.608,2142,130,"Adventure, Drama, Fantasy",,,,,
Scream,2022-01-12,24000000,138874789,5.79,6.689,3759,114,"Horror, Mystery",,,,,
Avatar: The Way of Water,2022-12-14,350000000,2353096253,6.72,7.597,13806,192,"Action, Adventure, Science Fiction",,,,,
The Batman,2022-03-01,185000000,772775278,4.18,7.657,11675,177,"Crime, Mystery, Thriller",,,,,
Downton Abbey: A New Era,2022-04-27,40000000,92651384,2.32,7.196,596,124,"Drama, Romance",,,,,
Top Gun: Maverick,2022-05-21,170000000,1488732821,8.76,8.155,10645,131,"Action, Drama",,,,,
Jurassic World Dominion,2022-06-01,465000000,1004004592,2.16,6.61,6923,147,"Adventure, Action, Science Fiction",,,,,
Blacklight,2022-02-10,43000000,15902207,0.37,6.2,1234,104,"Action, Thriller, Adventure",,,,,
Minions: The Rise of Gru,2022-06-29,85000000,940203765,11.06,7.273,3949,87,"Family, Comedy, Adventure, Animation, Science Fiction, Fantasy",,,,,
Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,5.39,8.2,8665,103,"Animation, Adventure, Fantasy, Comedy, Family",,,,,
Sisu,2022-09-09,6600000,14281199,2.16,7.41,2720,91,"Action, War, Thriller",,,,,
Bullet Train,2022-08-03,90000000,239300000,2.66,7.413,7314,126,"Action, Comedy, Thriller",,,,,
Everything Everywhere All at Once,2022-03-24,25000000,139200000,5.57,7.722,7727,140,"Action, Adventure, Science Fiction",,,,,
A Man Called Otto,2022-12-28,50000000,108961677,2.18,7.752,3486,126,"Comedy, Drama",,,,,
Black Adam,2022-10-19,200000000,393452111,1.97,6.819,6901,125,"Action, Adventure, Science Fiction",,,,,
Fall,2022-08-11,3000000,17363261,5.79,7.1,4422,107,Thriller,,,,,
Black Panther: Wakanda Forever,2022-11-09,250000000,859102154,3.44,7.01,7317,162,"Action, Adventure, Science Fiction",,,,,
The Northman,2022-04-07,70000000,69633110,0.99,7.03,4924,137,"Action, Adventure, Fantasy",,,,,
Nope,2022-07-20,68000000,171932082,2.53,6.822,4741,130,"Horror, Science Fiction",,,,,
Babylon,2022-12-22,78000000,65267446,0.84,7.366,3674,189,"Drama, Comedy",,,,,
The Whale,2022-12-09,3000000,55101305,18.37,7.779,4525,117,Drama,,,,,
Marry Me,2022-02-09,23000000,44000000,1.91,6.622,1083,112,"Romance, Comedy, Music",,,,,
Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,200000000,407200000,2.04,6.629,5015,142,"Fantasy, Adventure",,,,,
The Lost City,2022-03-23,74000000,192907684,2.61,6.5,3918,112,"Action, Adventure, Comedy",,,,,
Devotion,2022-11-23,90000000,20000000,0.22,7.071,807,139,"War, Drama, Action",,,,,
Doctor Strange in the Multiverse of Madness,2022-05-04,290000000,955775804,3.3,7.2,10113,126,"Fantasy, Action, Adventure",,,,,
Redeeming Love,2022-01-21,30000000,9464198,0.32,7.842,717,134,"Romance, Drama, Western",,,,,
Glass Onion: A Knives Out Mystery,2022-11-23,40000000,15000000,0.38,7.036,6616,140,"Comedy, Crime, Mystery",,,,,
Smile,2022-09-23,17000000,217408513,12.79,6.664,3943,115,"Horror, Mystery",,,,,
Ambulance,2022-03-16,40000000,52303589,1.31,6.618,2386,136,"Thriller, Action, Crime, Drama",,,,,
RRR,2022-03-24,69000000,160000000,2.32,7.722,1546,185,"Action, Adventure, Drama",,,,,
The Bad Guys,2022-03-17,80000000,250162278,3.13,7.528,2478,100,"Family, Comedy, Crime, Adventure, Animation, Action",,,,,
Suzume,2022-11-11,13000000,314992206,24.23,7.9,1673,122,"Animation, Drama, Adventure, Fantasy",,,,,
Morbius,2022-03-30,75000000,167635712,2.24,5.924,4729,105,"Action, Science Fiction, Fantasy",,,,,
The Fabelmans,2022-11-11,40000000,45629909,1.14,7.575,2692,151,Drama,,,,,
The Menu,2022-11-17,35000000,79628200,2.28,7.168,5956,107,"Comedy, Horror, Thriller",,,,,
Thor: Love and Thunder,2022-07-06,250000000,760928081,3.04,6.4,8411,119,"Fantasy, Action, Comedy",,,,,
Bodies Bodies Bodies,2022-08-05,3000000,13929670,4.64,6.141,1411,94,"Horror, Comedy, Mystery",,,,,
M3GAN,2022-12-28,12000000,181796517,15.15,7.034,4696,102,"Science Fiction, Horror",,,,,
Sonic the Hedgehog 2,2022-03-30,110000000,405421518,3.69,7.4,5783,123,"Action, Adventure, Family, Comedy",,,,,
Barbarian,2022-09-08,4500000,45400000,10.09,6.842,3115,103,"Horror, Thriller",,,,,
Uncharted,2022-02-10,120000000,407141258,3.39,6.873,6644,116,"Action, Adventure",,,,,
Where the Crawdads Sing,2022-07-14,24000000,144353965,6.01,7.532,2225,126,"Drama, Mystery, Romance",,,,,
The Invitation,2022-08-24,10000000,33628000,3.36,5.992,945,105,"Horror, Thriller",,,,,
The Banshees of Inisherin,2022-10-20,20000000,49300000,2.46,7.463,3258,114,"Drama, Comedy",,,,,
Triangle of Sadness,2022-09-18,15600000,24733572,1.59,7.012,2766,147,"Comedy, Drama",,,,,
The Black Phone,2022-06-16,16000000,161441914,10.09,7.534,5699,103,"Horror, Thriller",,,,,
The Woman King,2022-09-16,50000000,97300000,1.95,7.62,2321,135,"Action, Drama, History, War",,,,,
Terrifier 2,2022-10-06,250000,15741780,62.97,6.681,2442,138,"Horror, Thriller",,,,,
Bros,2022-09-30,22000000,14781779,0.67,6.665,556,115,"Comedy, Romance",,,,,
X,2022-03-17,1000000,15113105,15.11,6.7,3855,106,"Horror, Thriller",,,,,
Hotel Transylvania: Transformania,2022-01-31,75000000,18500000,0.25,7.039,2978,92,"Animation, Comedy, Family, Adventure, Fantasy",,,,,
Memory,2022-04-28,30000000,13900000,0.46,6.738,1629,114,"Action, Thriller, Crime",,,,,
Father Stu,2022-04-13,4000000,21591034,5.4,7.149,708,124,Drama,,,,,
Halloween Ends,2022-10-12,33000000,105400796,3.19,6.035,1978,111,"Horror, Thriller",,,,,
Elvis,2022-06-22,85000000,288670284,3.4,7.466,3809,159,"Drama, Music, History",,,,,
After Ever Happy,2022-08-24,14000000,19238073,1.37,6.773,1350,95,"Romance, Drama",,,,,
She Said,2022-11-17,32000000,13900000,0.43,7.195,698,129,"Drama, History",,,,,
Moonfall,2022-02-02,146000000,67319703,0.46,6.252,3493,131,"Science Fiction, Adventure, Action",,,,,
Jackass Forever,2022-02-01,10000000,80340218,8.03,6.807,886,96,"Action, Comedy, Documentary",,,,,
Firestarter,2022-05-12,12000000,15039250,1.25,5.488,796,94,"Horror, Science Fiction, Thriller",,,,,
Orphan: First Kill,2022-07-27,10000000,9572765,0.96,6.6,2273,99,"Horror, Thriller",,,,,
Scream VI,2023-03-08,33000000,169063850,5.12,6.962,3078,123,"Horror, Thriller, Crime",,,,,
Wish,2023-11-13,175000000,254997360,1.46,6.224,1744,95,"Animation, Family, Fantasy, Adventure",,,,,
Barbie,2023-07-19,145000000,1447138421,9.98,6.928,10839,114,"Comedy, Adventure",,,,,
Fast X,2023-05-17,340000000,704709660,2.07,7.002,6224,142,"Action, Crime, Thriller",,,,,
The Super Mario Bros. Movie,2023-04-05,100000000,1362000000,13.62,7.591,10324,93,"Family, Comedy, Adventure, Animation, Fantasy",,,,,
Spider-Man: Across the Spider-Verse,2023-05-31,100000000,690897910,6.91,8.334,8327,140,"Animation, Action, Adventure, Science Fiction",,,,,
Oppenheimer,2023-07-19,100000000,952000000,9.52,8.034,11445,181,"Drama, History",,,,,
Migration,2023-12-06,72000000,298776052,4.15,7.351,2198,83,"Family, Comedy, Adventure, Animation",,,,,
Gran Turismo,2023-08-09,60000000,121700000,2.03,7.715,3296,135,"Adventure, Action, Drama",,,,,
Elemental,2023-06-14,200000000,496444308,2.48,7.6,5181,102,"Family, Fantasy, Comedy, Romance, Animation",,,,,
BlackBerry,2023-02-13,5000000,2600000,0.52,7.152,827,120,"Comedy, Drama, History",,,,,
Poor Things,2023-12-07,35000000,117607117,3.36,7.654,5339,141,"Science Fiction, Romance, Comedy",,,,,
Napoleon,2023-11-22,165000000,222435664,1.35,6.306,3012,158,"History, War, Romance",,,,,
Expend4bles,2023-09-15,100000000,37917985,0.38,6.075,1823,103,"Action, Adventure, Thriller",,,,,
The Creator,2023-09-27,80000000,104272136,1.3,7.012,3698,134,"Science Fiction, Action, Adventure",,,,,
Creed III,2023-03-01,75000000,275300000,3.67,7.081,2820,116,"Drama, Action",,,,,
After Everything,2023-09-13,14000000,10644463,0.76,6.88,977,93,"Romance, Drama",,,,,
John Wick: Chapter 4,2023-03-22,100000000,447316405,4.47,7.707,7739,170,"Action, Thriller, Crime",,,,,
Wonka,2023-12-06,125000000,634502312,5.08,7.039,4286,117,"Comedy, Family, Fantasy",,,,,
Guardians of the Galaxy Vol. 3,2023-05-03,250000000,845550000,3.38,7.923,8073,150,"Science Fiction, Adventure, Action",,,,,
Five Nights at Freddy's,2023-10-25,20000000,297242145,14.86,7.3,4907,110,"Horror, Thriller",,,,,
The Flash,2023-06-13,220000000,271333313,1.23,6.6,4881,144,"Action, Science Fiction, Adventure",,,,,
Aquaman and the Lost Kingdom,2023-12-20,205000000,440181226,2.15,6.54,3392,124,"Action, Adventure, Fantasy",,,,,
Past Lives,2023-06-02,12000000,28126646,2.34,7.714,2218,106,"Drama, Romance",,,,,
Ferrari,2023-12-14,95000000,39220516,0.41,6.375,1215,131,"History, Drama",,,,,
Mission: Impossible - Dead Reckoning Part One,2023-07-08,220000000,571125435,2.6,7.509,4961,164,"Action, Thriller, Adventure",,,,,
Transformers: Rise of the Beasts,2023-06-06,195000000,441381193,2.26,7.181,5191,127,"Science Fiction, Adventure, Action",,,,,
The Boy and the Heron,2023-07-14,50000000,294200000,5.88,7.4,2548,124,"Animation, Adventure, Fantasy, Drama, Family",,,,,
The Marvels,2023-11-08,274800000,206136825,0.75,5.947,3264,105,"Science Fiction, Adventure, Action",,,,,
Thanksgiving,2023-11-16,15000000,46553280,3.1,6.478,1526,106,"Horror, Mystery",,,,,
All of Us Strangers,2023-12-22,5000000,14864960,2.97,7.391,979,105,"Romance, Drama, Fantasy",,,,,
The Little Mermaid,2023-05-18,297000000,569626289,1.92,6.3,3259,135,"Adventure, Family, Fantasy, Romance",,,,,
Indiana Jones and the Dial of Destiny,2023-06-25,294700000,383963057,1.3,6.513,4028,155,"Adventure, Action",,,,,
Anyone But You,2023-12-21,25000000,214891370,8.6,6.802,2962,103,"Romance, Comedy",,,,,
The Killer,2023-10-25,175000000,362113,0.0,6.584,2717,118,"Crime, Thriller",,,,,
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,75000000,180513586,2.41,7.213,1543,100,"Animation, Comedy, Action, Science Fiction",,,,,
The Zone of Interest,2023-12-15,15000000,52631884,3.51,7.011,2506,105,"Drama, History",,,,,
Haunted Mansion,2023-07-26,157800000,117449790,0.74,6.424,1210,123,"Comedy, Drama, Fantasy",,,,,
Killers of the Flower Moon,2023-10-18,200000000,158722599,0.79,7.404,4013,206,"Crime, History, Drama",,,,,
Asteroid City,2023-06-08,25000000,53857743,2.15,6.445,2417,105,"Comedy, Drama",,,,,
Dungeons & Dragons: Honor Among Thieves,2023-03-23,151000000,208200000,1.38,7.3,4423,134,"Adventure, Fantasy, Comedy",,,,,
Plane,2023-01-11,25000000,74515586,2.98,6.897,2592,107,"Action, Adventure, Thriller",,,,,
Priscilla,2023-10-27,20000000,30140906,1.51,6.7,1043,113,"Drama, Romance",,,,,
Dream Scenario,2023-11-10,10000000,14114415,1.41,6.7,1258,102,"Comedy, Fantasy",,,,,
The Equalizer 3,2023-08-30,70000000,191067560,2.73,7.3,3591,109,"Action, Thriller, Crime",,,,,
Ant-Man and the Wasp: Quantumania,2023-02-15,200000000,476071180,2.38,6.239,5683,125,"Action, Adventure, Science Fiction",,,,,
Guy Ritchie's The Covenant,2023-04-19,55000000,21948551,0.4,7.722,3067,123,"War, Action, Thriller",,,,,
Godzilla Minus One,2023-11-03,15000000,113676322,7.58,7.6,3023,124,"Science Fiction, Horror, Action",,,,,
The Three Musketeers: D'Artagnan,2023-04-05,27500000,31843086,1.16,6.921,1368,121,"Adventure, Action, Drama, History",,,,,
Meg 2: The Trench,2023-08-02,129000000,398500317,3.09,6.4,3889,116,"Action, Science Fiction, Horror",,,,,
Hypnotic,2023-05-11,70000000,16014123,0.23,6.202,1430,93,"Mystery, Science Fiction, Thriller",,,,,
Operation Fortune: Ruse de Guerre,2023-01-04,50000000,48983306,0.98,6.46,1866,113,"Action, Comedy, Thriller",,,,,
Perfect Days,2023-11-10,14000000,24094016,1.72,7.781,1805,124,Drama,,,,,
PAW Patrol: The Mighty Movie,2023-09-21,30000000,202231360,6.74,7.0,533,88,"Family, Comedy, Adventure, Animation",,,,,
Saw X,2023-09-27,13000000,125319714,9.64,7.178,2303,118,"Horror, Mystery",,,,,
Blue Beetle,2023-08-16,104000000,130788072,1.26,6.643,3032,128,"Action, Science Fiction, Adventure",,,,,
May December,2023-11-16,20000000,4232370,0.21,6.571,1002,117,Drama,,,,,
Cobweb,2023-07-19,13000000,10091821,0.78,6.4,1026,88,Horror,,,,,
The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,100000000,337371917,3.37,6.988,3405,157,"Science Fiction, Action",,,,,
The Three Musketeers: Milady,2023-12-13,39000000,21730766,0.56,6.414,800,115,"Adventure, Action, Drama",,,,,
Saltburn,2023-11-16,20000000,21013738,1.05,7.0,2833,131,"Drama, Comedy, Thriller",,,,,
Insidious: The Red Door,2023-07-05,16000000,189086877,11.82,6.518,1921,107,"Horror, Thriller",,,,,
Air,2023-04-05,80000000,90100000,1.13,7.29,2264,112,"Drama, History",,,,,
Evil Dead Rise,2023-04-12,15000000,147156372,9.81,6.917,3543,96,"Horror, Thriller",,,,,
Robot Dreams,2023-12-06,5300000,4656348,0.88,8.0,761,102,"Animation, Drama, Comedy, Science Fiction",,,,,
Trolls Band Together,2023-10-12,95000000,210231405,2.21,7.247,965,91,"Animation, Family, Music, Fantasy, Comedy, Adventure",,,,,
Retribution,2023-08-23,20000000,18685751,0.93,6.5,1328,91,"Thriller, Action, Adventure",,,,,
American Fiction,2023-11-10,16000000,22483370,1.41,7.267,1276,117,"Comedy, Drama",,,,,
Missing,2023-01-19,7000000,45100756,6.44,7.397,1237,111,"Drama, Mystery, Thriller",,,,,
Sound of Freedom,2023-07-03,14500000,250600000,17.28,7.96,2696,131,"Action, Drama",,,,,
Talk to Me,2023-07-26,4500000,91959188,20.44,7.133,3617,95,Horror,,,,,
Shazam! Fury of the Gods,2023-03-15,110000000,134221819,1.22,6.437,3560,130,"Comedy, Action, Fantasy",,,,,
"Ruby Gillman, Teenage Kraken",2023-06-28,70000000,46247409,0.66,7.163,1093,91,"Animation, Family, Fantasy, Comedy",,,,,
65,2023-03-02,45000000,60730568,1.35,5.953,2770,92,"Action, Adventure, Science Fiction",,,,,
