ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
484,Cry_Wolf,5.794,2005-09-16,en,tt0384286,"Drama, Horror, Mystery","Nobody believes a liar - even when they're telling the truth. When a young woman is found murdered, a group of local high school students decide to further scare their classmates by spreading online rumors that a serial killer called ""The Wolf"" is on the loose. By describing ""The Wolf's"" next victims, the students' game is to see how many people they can convince - and if anyone will uncover the lie. But when the described victims actually do start turning up dead, suddenly no one knows where the lies end and the truth begins. As someone or something begins hunting the students themselves, the game turns terrifyingly real.","$10,047,674",10047674
485,Bramayugam,7.636,2024-02-15,ml,tt27431598,"Drama, Horror, Thriller","Thevan, a folk singer of the Paanan caste, has a fateful encounter when escaping slavery, leading to him discovering an ancient traditional mansion altering his destiny.",,10000000
486,Bereavement,5.329,2010-07-16,en,tt1100051,"Crime, Horror, Thriller","In 1989, the boy Martin Bristol has congenital insensitivity to pain with anhidrosis (CIPA), a rare neural disorder, in which the patient does not feel pain, heat or cold. He is abducted by the deranged serial-killer Graham Sutter (Brett Rickaby) and brought to the Sutter Meat &amp; Poultry, an abandoned meat-packing plant in Minersville, Pennsylvania, where Graham slaughters young women that he kidnaps. Five years later, the stubborn seventeen year-old teenager Allison Miller loses her parents and moves to her uncle Jonathan Miller's house near the decrepit plant. Jonathan, his wife Karen and their little daughter Wendy welcome Allison, but the teenager does not give much attention to her new family. Allison likes to run alone on the road and she passes by the meat-packing plant and then she meets the mechanic William ""Billy"" and has a crush on him. Jonathan advises Allison to avoid running near the old factory and Billy, who is a problematic teenager. Allison does not listen to her uncle and brings tragedy to the Miller family.","$43,712",10000000
487,Lisa Frankenstein,6.3,2024-02-07,en,tt21188080,"Comedy, Horror, Romance","A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.","$9,774,285",9927714
488,Bhool Bhulaiyaa,6.702,2007-10-12,hi,tt0995031,"Comedy, Horror, Mystery","When U.S.-based Siddharth visits his Indian home town with his new wife, he insists they stay at the ancestral home, laughing off family members' warnings of ghostly goings-on in the mansion. But events soon make him reconsider his beliefs. As unexplained and terrifying occurrences arise, Siddharth calls on his doctor friend to help solve the mystery. What will be the outcome? Will Siddharth's friend be able to solve this riddle?","$1,097,797",9900000
489,Parasyte: Part 1,7.074,2014-11-29,ja,tt3345472,"Action, Drama, Horror","The humanity is suffering from murders all over the globe, called ""Mincemeat murders"". High school student, Izumi Shinichi has a parasite living off him, having replaced his right hand, and he might be the discoverer of truth.",,9649013
490,Wolf Creek 2,6.402,2013-08-30,en,tt2004432,"Horror, Thriller","The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor.",,9630444
491,The Apparition,4.486,2012-08-23,en,tt1433822,"Horror, Thriller","When frightening events start to occur in their home, young couple Kelly and Ben discover they are being haunted by a presence that was accidentally conjured during a university parapsychology experiment. The horrifying apparition feeds on their fear and torments them no matter where they try to run. Their last hope is an expert in the supernatural, but even with his help they may already be too late to save themselves from this terrifying force.","$4,936,819",9627492
492,I Know Who Killed Me,4.48,2007-07-27,en,tt0897361,"Horror, Mystery, Thriller","Aubrey Fleming is a regular high school student with friends and family. One night, she unexpectedly disappears. Two weeks later she is found unconscious in the middle of the woods. When spoken to, her loved ones realize she has forgotten her identity and the personality living in her body is Dakota Moss, a character that Aubrey created in one of her stories for an English assignment. Dakota denies ever being Aubrey knowing that they look identical. Now, Dakota must try to unravel the mystery of how her and Aubrey co-exist and find out who abducted Aubrey that night.","$7,498,716",9620399
493,Shaitaan,6.232,2024-03-08,hi,tt27744786,"Drama, Horror, Thriller","A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.",,9600000
494,Orphan: First Kill,6.6,2022-07-27,en,tt11851548,"Crime, Drama, Horror","Unhinged woman Leena Klammer orchestrates a brilliant escape from an Estonian insane asylum and travels to America by stealing the identity of the missing daughter of a wealthy family. However, Leena's new life as ""Esther"" comes with an unexpected wrinkle and pits her against a mother who will do anything to protect her family at any cost.","$5,413,227",9572765
495,Alone,7.178,2007-03-29,th,tt0484090,"Drama, Horror, Thriller","""ALONE"" tells the story of Pim who moved from Thailand to Korea to escape the guilt of being the surviving half of a conjoined twin. Flashbacks to Pim's childhood show how the bittersweet relationship with her sister, and their commitment to stay together forever, transforms into a repressive bond that ultimately leads to a separation. After she returns to visit her dying mother, the spirit of her dead sister angrily thrusts herself into Pim's life.",,9559978
496,Incarnate,5.453,2016-12-01,en,tt3216348,"Horror, Thriller","In New York, the boy Cameron lives with his Dutch mother Lindsey that is divorced from his alcoholic father Dan. One night, Cameron overhears a noise in the kitchen and is attacked by a homeless woman: however he kills the woman, breaking her neck. The Vatican representative Camilla summons the scientist Dr. Ember to help the boy that is possessed and the exorcism is not effective. Dr. Ember has the ability to enter in the mind of people possessed by demons and bring them back to reality in a dangerous procedure with the support of his team composed by Oliver and Riley. When Dr. Ember visits Cameron, he realizes that the boy is possessed by the insidious demon Maggie, who killed his wife and son in a car accident. Will Dr. Ember succeed in destroying Maggie and saving Cameron?","$4,799,774",9371036
497,Sadako vs. Kayako,5.572,2016-06-18,ja,tt5309954,Horror,The vengeful spirits of the Ring and Grudge series face off.,,9256114
498,Dangerous Animals,6.444,2025-06-05,en,tt32299316,"Horror, Thriller","When Zephyr, a savvy and free-spirited surfer, is abducted by a shark-obsessed serial killer and held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.","$2,738,137",9207791
499,Naruto Shippuden the Movie: Blood Prison,7.3,2011-07-30,ja,tt1999167,"Animation, Action, Mystery","Naruto's battle to reclaim his honor begins! Naruto is convicted of a serious crime he didn't commit and is sent to the inescapable prison, Hozuki Castle. The warden, Mui, quickly seals away Naruto's chakra to prevent him from rebelling. Refusing to give up, Naruto plans his escape while also befriending his fellow inmates Ryuzetsu and Maroi. But he can't help but wonder what their ulterior motives are...",,9065101
500,Satan's Slaves,6.647,2017-09-28,id,tt7076834,"Drama, Horror, Mystery","The family of Rini is financially broken and she lives with her father, her mother that is ill, her grandmother that is crippled, and her brothers Tony, Bondi and the mute six year-old Ian in an old house in the countryside nearby a cemetery. Her mother, who was a successful singer, is dying from a mysterious disease and her father does not have money to support the family. When her mother dies, her father needs to travel to the city to sell the house and weird things happen in the house. The skeptical Rini befriends Hendra, son of the religious Ustadz, and they learn that her mother was infertile and joined a cult that worships Satan to have children. And now, when Ian will be seven, they will take the boy with them. What can they do to protect Ian?",,9033726
501,Ju-on: The Beginning of the End,6.052,2014-06-28,ja,tt3572132,Horror,"A school teacher visits the home of a boy who's been absent from school for a long period of time, unaware of the horrific tragedy which occurred in the boy's household many years ago.",,8867935
502,Morgan,5.813,2016-09-01,en,tt4520364,"Action, Horror, Sci-Fi","Lee Weathers is a ""risk-management specialist"" for genetic-engineering company SynSect. She arrives at a rural site hosting its L-9 project, an artificial being with nanotechnology-infused synthetic DNA named Morgan. The ""hybrid biological organism with the capacity for autonomous decision making and sophisticated emotional responses"" is smarter than humans and matures quickly, walking and talking within a month and physically a teenager despite being five years old..","$3,915,251",8810591
503,Sleep Tight,7.058,2011-10-14,es,tt1437358,"Crime, Drama, Thriller","Apartment concierge Cesar (Luis Tosar) is a miserable person who believes he was born without the ability to be happy. As a result, he decides his mission is to make life hell for everyone around him. A majority of the tenants are easy to agitate, but Clara (Marta Etura) proves to be harder than the most. So Cesar goes to creepy extremes to make this young woman mentally break down. Things get even more complicated in this twisted relationship when her boyfriend, Marcos (Alberto San Juan), shows up.",,8791590
504,Good Boy,6.682,2025-10-01,en,tt35521922,"Horror, Thriller","A loyal dog moves to a rural family home with his owner, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.","$6,624,062",8781040
505,The Forsaken,5.333,2001-04-27,en,tt0245120,"Action, Fantasy, Horror",A young man on a cross-country business trip through the Arizona desert picks up a hitchhiker who happens to be a vampire hunter and thus gets himself embroiled in the vampire hunt. His fate gets even more complicated when the hunter takes along with them a woman who is recently bitten by the vampire leader.,"$7,288,451",8704851
506,Willard,6.132,2003-03-14,en,tt0310357,"Drama, Horror, Thriller","This is the story of Willard Stiles who is a social misfit taking care of his ill and fragile but verbally abusive mother Henrietta in a musty old mansion that is also home to a colony of rats. Willard then finds himself constantly humiliated in front of his co-workers and is eventually fired by his cruel and uncaring boss, Mr. Frank Martin, a vicious man whose professional interest in Willard extends to a personal financial one.","$6,886,089",8564586
507,Piranha 3DD,4.3,2012-05-11,en,tt1714203,"Comedy, Horror, Sci-Fi","Having awoken from their spring break extravaganza at Lake Victoria, the swarm heads upstream where they look to make a meal out of Big Wet, a local water park where when it comes to fun, nobody does it wetter! Though they came to get wet, get loaded and get some, the staff and patrons get more than they bargained for when they must face the fiercest, most bloodthirsty piranhas yet. Lead by the strong-willed, studious Maddy and her friends, Barry and Kyle, the trio must dive in and take on these man-eating creatures using every ounce of their being but can they be stopped?","$376,512",8493728
508,Amityville: The Awakening,5.35,2017-06-30,en,tt1935897,"Horror, Thriller","Belle, her little sister, and her comatose twin brother move into a new house with their single mother Joan in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur in the house including the miraculous recovery of her brother, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house.",$742,8481997
509,Sadako 3D 2,4.7,2013-08-30,ja,tt2440362,Horror,"Fuko Ando (Miori Takimoto) is a 24-years-old graduate student in psychology. She is tasked to take care of her 4-year-old niece. Soon, mysterious events occur around her niece. She then learns of an incident involving a cursed video that took place 5 years earlier. Fuko Ando finds herself involved with the cursed video.",,8385405
510,Shadow of the Vampire,6.661,2000-08-30,en,tt0189998,"Drama, Horror","Shadow of the Vampire is a film about the making of a German all time classic silent horror-movie from 1922 called Nosferatu-Eine Symphonie des Grauens (Nosferatu-a Symphony of Horror). The production of Nosferatu had to deal with a lot of strange things (some crew members disappeared, some died). This movie focuses on the difficult relationship between Murnau, the director, and Schreck, the lead actor.","$8,293,784",8279017
511,Bug,6.128,2007-02-21,en,tt0470705,"Drama, Horror, Thriller","Having escaped her abusive ex-husband Goss, recently released from state prison, Agnes, a lonely waitress with a tragic past moves into a sleazy, rundown motel. Her lesbian co-worker R.C. introduces her to Peter, a peculiar, paranoiac drifter and they begin a tentative romance. However, things aren't always as they appear and Agnes is about to experience a claustrophobic nightmare reality as the bugs begin to arrive...","$7,025,810",8095658
512,Suspiria,6.903,2018-10-26,en,tt1034415,"Drama, Fantasy, Horror","Susie Bannion is a young American ballerina who travels to Berlin to study dancing at Madame Blanc's Markos Tanz Company, one of the world's most renowned schools. On her first day, one of the students who had been recently expelled from the school is murdered. As this appalling happening does not seem to be an isolated occurrence, the brilliant new student soon begins to suspect that the school might be involved in the homicide. Her mistrust heightens when Sarah, one of the girls at the school, tells her that before she was killed, Pat confided to her that she knew and guarded a terrifying secret.","$2,483,472",7953089
513,Gogol. The Beginning,6.203,2017-08-31,ru,tt6628228,"Crime, Horror, Mystery","The year 1829. Nikolay Gogol, a young Third Section clerk, is desperate: his own books seem shallow and mediocre, so he keeps buying entire print runs just to burn them all. He is suffering from violent epileptic seizures and struggles to keep on working. Investigator Yakov Guro accidentally witnesses one such fit and realizes that Gogol's visions contain clues that could help solve actual crimes. Together, Gogol and Guro take on a particularly weird and baffling case that brings them to a small village of Dikanka, where everyone has a huge secret to hide.",,7939761
514,Funny Games,6.556,2008-03-14,en,tt0808279,"Crime, Drama, Thriller","In this English-language remake of a deconstruction in the way violence is portrayed in the media, a family settles into its vacation home, which happens to be the next stop for a pair of young, articulate, white-gloved serial killers on an excursion through the neighborhood.","$1,294,919",7938872
515,7 Guardians of the Tomb,5.3,2018-01-19,en,tt4915672,"Action, Adventure, Fantasy","An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.",,7910928
516,The Hole,6.209,2001-04-20,en,tt0242527,"Drama, Mystery, Thriller","One misty morning, Liz Dunn stumbles down the road to her school and screams for help. A police psychologist gets her to reveal her story: A month earlier: three rebellious teenagers - Mike, Frankie and Geoff are trying to ditch the school field trip to Wales. The school nerd Martin helps them out by allowing them to stay in an old war bunker for the three days on the condition that his friend Liz joins them. The teens go down, party and have great fun but Martin doesn't return to let them out and they hope and pray that someone will find them...",,7819851
517,P2,6.234,2007-11-09,en,tt0804516,"Crime, Horror, Thriller",A buxom businesswoman awakens to discover she's chained to a chair and held captive by a demented obsessed security guard in the parking garage of the office building where she works. Dazed and confused and swimming in dizziness the groggy vixen tries to shake off the Chloroform he clocked her with and become herself again. But when the guard suddenly unchains her he thrusts the still drugged beauty into a game of cat and mouse. Stripped of her business suit and reclad braless in a backless halter dress the stumbling executive must escape her crazy captor and parking level P2 or receive a deep whiff of Chloroform that stops her dead in her tracks and knocks the voluptuous bombshell flat on her bare back! Will the buxom beauty escape or become a slave to his chloroformed into unco,"$3,995,018",7766240
518,Winnie the Pooh: Blood and Honey,5.0,2023-01-26,en,tt19623240,Horror,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food.","$2,082,898",7717044
519,Winnie-the-Pooh: Blood and Honey 2,5.8,2024-03-26,en,tt23330554,"Horror, Mystery, Thriller","Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.","$533,144",7582541
520,Creep,5.999,2004-08-10,en,tt0381966,"Horror, Mystery, Thriller","Heading home late one night after a party, Kate falls asleep while waiting for her train. She awakens to find herself trapped in the London underground, with all the doors locked for the evening. While being attacked by a co-worker who has followed her, a mysterious unseen creature drags him away and kills him. This begins a terrifying ordeal, as Kate and a young homeless couple are stalked through the dark tunnels by something dangerous with payback on its mind.",,7480424
521,The Tall Man,6.012,2012-03-19,en,tt1658837,"Crime, Drama, Horror","This film concerns a legend that has been started by the town folk of Cold Rock. Since the children in the town have been going missing, people have said it's an entity known as 'The Tall Man' who has been taking them. Julia Denning (Jessica Biel) is the local nurse whose husband died years earlier. She is soon personally involved as her child is taken. She tries to track down where the child is taken, but finds that there's more to what's happening than she knew. The towns-folk start to turn on her and the truth comes out. But there's still more to the story - who is 'The Tall Man'? And what is the truth behind the disappearances?",,7462847
522,Antichrist,6.623,2009-05-20,en,tt0870984,"Drama, Horror, Thriller","A couple lose their young son when he falls out of a window while they are having sex in another room. The mother's grief consigns her to hospital, but her therapist husband brings her home intent on treating her depression himself. To confront her fears they go to stay at their remote cabin in the woods, ""Eden"", where something untold happened the previous summer. Told in four chapters with a prologue and epilogue, the film details acts of lustful cruelty as the man and woman unfold the darker side of nature outside and within.","$404,122",7413863
523,Bones,4.9,2001-10-24,en,tt0166110,"Crime, Horror","The time is 1979. Jimmy Bones is respected and loved as the neighborhood protector. When he is betrayed and brutally murdered by a corrupt cop, Bones' elegant brownstone becomes his tomb, Twenty-two years later, the neighborhood has become a ghetto, and his home has turned into a Gothic ruin. Four teens renovate it as an after hours nightclub, unknowingly releasing Jimmy's tortured spirit. Its thrills and chills when blood spills when Jimmy's ghost sets about its frightful revenge, his killers unaware of the gruesome fate that awaits them. With each new victim, the terror mounts, and Bones' vengeance spins out of control, threatening everyone in his path, including his former lover, Pearl. Get ready for Bones!!!","$7,316,658",7316658
524,The Medium,6.992,2021-07-14,th,tt13446168,"Drama, Horror, Mystery",A horrifying story of a shaman's inheritance in the Isan region of Thailand. What could be possessing a family member might not be the Goddess they make it out to be.,,7230000
525,Gogol. A Terrible Vengeance,6.4,2018-08-30,ru,tt8744094,"Adventure, Mystery, Thriller",The resurrection of Gogol brings hope to people. Then a deadly revenge begins.,,7141571
526,Antebellum,6.248,2020-09-02,en,tt10065694,"Drama, Horror, Mystery",Successful author Veronica Henley finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,,7060384
527,The Descent: Part 2,5.965,2009-10-14,en,tt1073105,"Adventure, Horror, Thriller","Distraught, confused, and half-wild with fear, Sarah Carter emerges alone from the Appalachian cave system where she encountered unspeakable terrors. Unable to plausibly explain to the authorities what happened - or why she's covered in her friends' blood - Sarah is forced back to the subterranean depths to help locate her five missing companions. As the rescue party drives deeper into uncharted caverns, nightmarish visions of the recent past begin to haunt Sarah and she starts to realize the full horror and futility of the mission. Subjected to the suspicion and mistrust of the group and confronted once more by the inbred, feral and savagely ruthless Crawlers, Sarah must draw on all her inner reserves of strength and courage in a desperate final struggle for deliverance and redemption.",,7048886
528,11-11-11,4.5,2011-11-11,en,tt1712159,"Horror, Mystery, Thriller","The successful American writer and atheist Joseph Crone participates in a support group to accept the death of his beloved wife Sarah and their son Diogo. Joe befriends Sadie in one of the meetings and she helps him when he has a car accident. When Joe's estranged religious brother Samuel Crone (Michael Landes) tells him that their father is terminal, he travels to Barcelona to stay near the death bed of his father. Joe has visions of demons and with the number 11 and he finds that something evil will happen with Samuel and him on 11 November 2011.","$32,771",6963872
529,The Bride,5.807,2017-01-19,ru,tt6095090,"Drama, Horror, Mystery","Nastya is a young woman who travels with her soon to be husband to his family home. Upon their arrival, she can't help but think that the visit may have been a horrible mistake. She is surrounded by strange people and starts witnessing strange, terrible visions as his family prepares her for a mysterious traditional Slavic wedding ceremony. More than the wedding preparations, can she survive the next few days?",,6945256
530,The Awakening,6.384,2011-08-17,en,tt1687901,"Drama, Horror, Mystery","In 1921, in London, the arrogant and skeptical Florence Cathcart is famous for exposing hoaxes and helping the police to arrest con artists. The stranger Robert Mallory tells her that the headmaster of a boarding school in Rookford had invited her to travel to Cumbria to investigate a ghost that is frightening the pupils to death. He also tells that many years ago there was a murder in the estate and recently pupil Walter Portman had died. The reluctant Florence finally accepts to go to Cumbria. On arrival, she is welcomed by governess Maud and the boy Thomas Hill. Soon Florence discovers what had happened to Walter and then the students, teachers and staff are released on vacation, and Florence remains alone with Robert, Maud and Tom in the school. Florence is ready to leave the boarding school when strange things happen, leaving Florence scared.","$209,696",6879667
531,The Collection,6.4,2012-11-30,en,tt1748227,"Horror, Thriller","Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.","$6,842,058",6842058
532,Open Water 2: Adrift,5.474,2006-07-10,en,tt0470055,"Adventure, Drama, Horror","Amy, her husband James and their baby Sarah travel to Mexico to sail in the yacht of their reckless friend Dan with their common friends Zach and Lauren and celebrate the thirtieth birthday of Zach. They are introduced to Dan's girlfriend Michelle and they drink and recall moments of their past while navigating. Miles away from the shore, Michelle suggest to stop the yacht and swim in the calm water. Amy stays in the boat since she has a childhood trauma with ocean and Dan stays with her. Later, the irresponsible Dan pushes Amy overboard, falling with her in a prank. Once in the water, the group realizes that Dan forgot to put the embarkation ladder and the freeboard makes impossible to climb to the main deck of the yacht. With the baby alone in the boat and stranded in the open sea, they panic and their desperation lead them to a tragic fight for survival.",,6816129
533,House of Voices,5.753,2004-06-23,fr,tt0367000,"Drama, Fantasy, Horror","In 1958, in the French Alps, a young servant, Anna Jurin, arrives at Saint Ange Orphanage to work with Helena while the orphans are moved to new families. Anna, who is secretly pregnant, meets the last orphan, Judith, left behind because of her mental problems, and they become closer when Anna finds that Judith can also hear voices and footsteps of children. Anna investigate the place trying to disclose the secret about the invisible children.",,6782283
534,Baghead,6.512,2023-12-28,en,tt14030816,"Horror, Mystery","A young woman inherits a run-down pub and discovers a dark secret within its basement - Baghead - a shape-shifting creature that will let you speak to lost loved ones, but not without consequence.",,6691851
535,Fragile,6.536,2005-10-14,en,tt0422272,"Horror, Mystery, Thriller","An American nurse takes a temporary position on the night shift at a closing children's hospital on the Isle of Wight. When every shift is plagued by spooky occurrances and things that go bump in the night, she begins to believe the stories of one of the child pateints, who insists the hospital is haunted by a dangerous presence emanating from the long abandoned second floor.",,6680926
536,Cuckoo,5.74,2024-02-16,en,tt12349832,"Horror, Mystery, Thriller",A 17-year-old is forced to move with her family to a resort where things are not what they seem.,"$6,217,733",6680396
537,One Missed Call 3: Final,5.726,2006-06-24,ja,tt0978797,"Horror, Mystery","The timid, young Asuka is bullied by her classmates. When they embark on a class field trip to Korea, Asuka plans revenge by sending them a cursed phone message they can either pass on or die.",,6669291
538,D-Tox,5.584,2002-01-04,en,tt0160184,"Crime, Thriller","FBI agent Jake Malloy just can't nail a serial killer who's been targeting cops. The killer has already killed nine cops. Not only does the killer despise policemen, but he also has a grudge against Malloy for pursuing him during a string of prostitute murders four years ago. The killer finally decides to hit Malloy where it hurts, killing one of Malloy's friends on the force, and brutally killing Malloy's fiancé Mary. The grief sends Malloy off the deep end and causes him to become alcoholic, forcing Malloy's colleague, Detective Hendricks, to sign Malloy up at a remote detox clinic in a snow-covered part of Wyoming. The clinic specializes in rehabilitating alcoholic cops. But the killer murders another patient and assumes the patient's identity at the clinic. While Malloy participates in group therapy sessions, the killer starts killing the patients. Among the endangered patients are Jaworski, Slater, Noah, Conner, and a dozen others, one of whom must be the killer. One by one, the patients start falling prey to the killer and, starting with the facility's director, Doc, the killer starts targeting the staff as well.","$79,161",6632383
539,The Dark,5.691,2005-09-28,en,tt0411267,"Drama, Fantasy, Horror","While in Wales visiting her husband James, Adèlle tries to fix her relationship with her teenager daughter Sarah. They see a weird memorial without the plate and with the name ""Annwyn"" marked, and the local Dafydd explains that this would be the place where people go after dying in accordance with the Welsh mythology. Later, Sarah vanishes on the beach and the daughter of the local fanatic shepherd, Ebrill, who died fifty years ago, appears in her place. Adele makes a research trying to find how to rescue her daughter from Annway.",,6593579
540,The Devil's Backbone,7.284,2001-04-20,es,tt0256009,"Drama, Horror, Thriller","It is 1939, the end of three years of bloody civil war in Spain, and General Franco's right-wing Nationalists are poised to defeat the left-wing Republican forces. A ten-year-old boy named Carlos, the son of a fallen Republican war hero, is left by his tutor in an orphanage in the middle of nowhere. The orphanage is run by a curt but considerate headmistress named Carmen and a kindly Professor Casares, both of whom are sympathetic to the doomed Republican cause. Despite their concern for him, and his gradual triumph over the usual schoolhouse bully, Carlos never feels completely comfortable in his new environment. First of all, there was that initial encounter with the orphanage's nasty caretaker, Jacinto, who reacts even more violently when anyone is caught looking around a particular storage room the one with the deep well. Second, and more inexplicable, is the presence of a ghost, one of the former occupants of the orphanage named Santi. Not long after Carlos' arrival, Santi latches onto Carlos, badgering him incessantly at night and gloomily intoning, ""Many of you will die."" As if that wasn't enough to keep the orphanage's occupants in an unrelenting state of terror, there's the un-exploded bomb that dominates the orphanage's courtyard, still ticking away; With the orphanage left defenseless by its isolation, and the swift progression of Franco's troops, the ghost's prediction seems depressingly accurate. Nevertheless, with every step of the plot, it becomes apparent that the ghost's predictions as to who (or what) will die, the real source of danger and even the definition of death itself may be more ambiguous than first thought.","$755,249",6582065
541,The Crucifixion,5.672,2017-04-27,en,tt4181782,"Horror, Mystery, Thriller",When Nicole comes in contact with Father Anton (Corneliu Ulici) more and more inexplicable events occur. The pair begin to believe that the priest lost the battle with a demon.,,6554322
542,Holy Night: Demon Hunters,6.791,2025-04-30,ko,tt15766876,"Action, Fantasy, Horror",An occult action film in which a team of several people fight against evil spirits.,,6500000
543,Antarctic Journal,6.0,2005-05-19,ko,tt0462703,"Horror, Mystery, Thriller","A South Korean expedition is trekking across the Antarctic when they discover a journal left by a British team that was lost 80 years earlier. As they press onward, they begin to notice strange similarities between the ill-fated British journey and their own. In the unforgiving environment where small mistakes can doom an entire party, the team steadily descends deeper into fatal delusions.",,6500000
544,Knock Knock,5.387,2015-06-26,en,tt3605418,"Crime, Thriller","When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse. A sexy new thriller from director Eli Roth and written for the screen by Eli Roth &amp; Nicolás López &amp; Guillermo Amoedo and story by Anthony Overman and Michael Ronald, KNOCK KNOCK stars Keanu Reeves as the family man who falls into temptation and Lorenza Izzo and Ana de Armas as the seductresses who wreak havoc upon his life, turning a married man's dark fantasy into his worst nightmare.","$36,336",6341684
545,The Legend of the Guanajuato Mummies,8.013,2014-10-30,es,tt3881410,"Animation, Family","In this new adventure Leo San Juan, Don Andres, Teodora and the Alebrije go to Guanajuato Ciy in Mexico to stop the mummies, whom inexplicably have awaken, and rescue their friend Xochitl. With the help of Luis and a new friend they meet Leo discovers the terrible secret of Rosseau, the richest man in town while the rest of the gang realizes that everything has been a setup.",,6300000
546,What We Do in the Shadows,7.549,2014-06-19,en,tt3416742,"Comedy, Horror","Follow the lives of Viago (Taika Waititi), Deacon (Jonathan Brugh), and Vladislav (Jemaine Clement) - three flatmates who are just trying to get by and overcome life's obstacles-like being immortal vampires who must feast on human blood. Hundreds of years old, the vampires are finding that beyond sunlight catastrophes, hitting the main artery, and not being able to get a sense of their wardrobe without a reflection-modern society has them struggling with the mundane like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","$3,469,224",6300000
547,Blood and Chocolate,5.558,2007-01-26,en,tt0397044,"Drama, Fantasy, Horror","In Bucharest, Romania, the orphan Vivian was raised by her aunt after losing her parents ten years ago in the Rocky Mountains, Colorado. Her family belongs to a bloodline of werewolves and Vivian is promised to the leader of the pack, Gabriel. When the American cartoonist Aiden, who is researching werewolves for his publisher for the next edition of his magazine, meets Vivian, they immediately fall in love for each other. However, the evil son of Gabriel and Vivian's cousin Rafe poisons Gabriel about the love of Vivian, forcing her to choose between her bounds with her family and her passion for Aiden.","$3,526,847",6300000
548,High Tension,6.765,2003-06-18,fr,tt0338095,Horror,"Alexia travels with her friend Marie to spend a couple of days with her family in their farm in the country. They arrive late and are welcomed by Alexia's father. Late that night, a sick, sadistic killer breaks into the farmhouse, slaughters Alexia's family--including their dog--and kidnaps Alexia. Marie hides from the criminal and tries to help terrified, hysterical Alexia, chase the maniac, and disclose his identity in the end.","$3,681,066",6291958
549,Project Silence,6.905,2024-07-11,ko,tt25808194,"Action, Horror, Sci-Fi","""Silence"" takes place when an accident occurs on a foggy bridge and, as a result, an unknown beast is unleashed.",,6283415
550,Jeepers Creepers: Reborn,5.331,2022-09-15,en,tt14121726,"Horror, Mystery, Thriller","The film unfolds as the Horror Hound festival holds its first ever event in Louisiana, where it attracts hundreds of geeks, freaks and die-hard horror fans from far and wide. Among them is fanboy Chase and his girlfriend Laine, who is forced to come along for the ride. But as the event approaches, Laine begins to experience unexplained premonitions and disturbing visions associated with the town's past, and in particular, local legend/urban myth The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, Laine believes that something unearthly has been summoned and that she is at the center of it.","$2,033,057",6175213
551,The Autopsy of Jane Doe,6.831,2016-12-21,en,tt3289956,"Horror, Mystery, Thriller","While investigating the murder of a family, Sheriff Sheldon and his team are puzzled with the discovery of the body of a stranger buried in the basement that does not fit to the crime scene. He brings the corpse of the beautiful Jane Doe late night to the coroner Tommy Tilden and requests to have the cause of death until the next morning to have an answer to the press. Tommy's son and assistant Austin Tilden is ready to go to the movie theater with his girlfriend Emma, but he decides to stay to help his father in the autopsy. Along the stormy and tragic night, they disclose weird and creepy secrets about Jane Doe.","$10,474",6170043
552,Pari,6.5,2018-03-02,hi,tt7329858,"Fantasy, Horror, Mystery","On a rainy day, Arnab and his parents are traveling in a car after meeting Piyali regarding his marriage. Their car hits a strange looking old woman who dies on the spot. Arnab and cops locate her house where her daughter Ruksahana is chained who doesn't seem to be normal and is disconnected from outside world. After performing last rites of her mother Arnab leaves Ruksahana back to her house. But Professor Qasim Ali comes to capture her with his men who know about her identity. But she manages to escape and reach Arnab's place who shelters her not knowing her true identity.",,6000000
