ID;title;rating;release_date;original_language;IMDb_ID;genre;plot;box_office_domestic;box_office_worldwide;extracted_plotpoints;Used_Plotphrases;Best_Match_Phrase;Similarity_Score
1048;Gabriel;5.996;2007-11-15;en;tt0857376;Action, Fantasy, Horror;Gabriel the archangel fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.;;1395610;['gabriel archangel fights', 'purgatory place darkness', 'gabriel archangel', 'light purgatory place', 'light purgatory', 'archangel fights', 'bring light purgatory', 'archangel fights bring', 'purgatory place', 'place darkness', 'place darkness rules', 'save souls city', 'souls city', 'darkness rules save', 'darkness rules', 'souls city inhabitants', 'fights bring light', 'save souls', 'bring light', 'rules save souls', 'city inhabitants', 'fights bring', 'rules save'];False;dark forces;0.31402087211608887
1049;Game Therapy;4.539;2015-10-22;it;tt4421344;Action, Comedy, Sci-Fi;A man tries to cure his friend of his video-game obsession by using a virtual reality machine. When the device traps his friend in a virtual world, he goes in to help him fight for his life.;;1341185;['friend virtual world', 'friend video game', 'virtual world', 'friend virtual', 'obsession using virtual', 'virtual reality machine', 'virtual world goes', 'man tries cure', 'video game obsession', 'reality machine', 'tries cure friend', 'traps friend virtual', 'virtual reality', 'cure friend video', 'video game', 'game obsession using', 'cure friend', 'reality machine device', 'game obsession', 'using virtual reality', 'using virtual', 'tries cure', 'man tries', 'help fight life', 'fight life', 'help fight', 'device traps friend', 'friend video', 'obsession using', 'world goes help', 'machine device', 'goes help fight', 'traps friend', 'machine device traps', 'world goes', 'device traps', 'goes help'];False;video game;0.41886404156684875
1050;Spermageddon;6.492;2024-12-28;no;tt14828040;Animation, Comedy, Musical;Two narrative threads - one is an emerging love story between two awkward teens, John and Lisa, who are having sex for the first time and the other is an eventful quest of Simon the Semen and his friends to reach the golden goal, ...;;1333332;['simon semen friends', 'lisa having sex', 'simon semen', 'teens john lisa', 'quest simon semen', 'john lisa having', 'john lisa', 'lisa having', 'awkward teens john', 'semen friends', 'semen friends reach', 'story awkward teens', 'teens john', 'eventful quest simon', 'quest simon', 'awkward teens', 'love story awkward', 'having sex', 'emerging love story', 'sex time eventful', 'sex time', 'having sex time', 'love story', 'threads emerging love', 'story awkward', 'emerging love', 'friends reach golden', 'narrative threads emerging', 'friends reach', 'narrative threads', 'eventful quest', 'golden goal', 'reach golden', 'time eventful', 'threads emerging', 'time eventful quest', 'reach golden goal'];False;new friends;0.3036552369594574
1051;Wolfwalkers;8.2;2020-10-26;en;tt5198068;Animation, Action, Adventure;In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter, ROBYN, comes to Ireland with her father to wipe out the last pack. But when Robyn saves a wild native girl, MEBH, their friendship leads her to discover the world of the WOLFWALKERS.;;1310720;['superstition magic wolves', 'hunter robyn comes', 'wolves seen demonic', 'hunter robyn', 'apprentice hunter robyn', 'discover world wolfwalkers', 'world wolfwalkers', 'robyn saves wild', 'wolves seen', 'robyn comes ireland', 'magic wolves seen', 'magic wolves', 'robyn comes', 'wild native girl', 'time superstition', 'nature evil tamed', 'demonic nature evil', 'apprentice hunter', 'robyn saves', 'pack robyn', 'seen demonic nature', 'young apprentice hunter', 'evil tamed young', 'demonic nature', 'time superstition magic', 'nature evil', 'wild native', 'pack robyn saves', 'evil tamed', 'comes ireland father', 'seen demonic', 'native girl mebh', 'superstition magic', 'wipe pack robyn', 'tamed young', 'tamed young apprentice', 'saves wild native', 'native girl', 'ireland father', 'saves wild', 'comes ireland', 'ireland father wipe', 'mebh friendship leads', 'leads discover world', 'girl mebh', 'mebh friendship', 'friendship leads discover', 'discover world', 'girl mebh friendship', 'young apprentice', 'father wipe pack', 'leads discover', 'friendship leads', 'father wipe', 'wipe pack'];False;save world;0.3454623222351074
1052;There's Something in the Barn;6.161;2023-11-02;en;tt23060796;Comedy, Fantasy, Horror;An American family fulfills their dream of moving back to their roots after inheriting a remote cabin in the mountains of Norway, but there's a surprise waiting for them.;;1295585;['american family fulfills', 'american family', 'family fulfills dream', 'norway surprise waiting', 'cabin mountains norway', 'inheriting remote cabin', 'dream moving roots', 'family fulfills', 'norway surprise', 'fulfills dream moving', 'dream moving', 'cabin mountains', 'remote cabin mountains', 'mountains norway surprise', 'remote cabin', 'mountains norway', 'fulfills dream', 'inheriting remote', 'roots inheriting remote', 'moving roots inheriting', 'surprise waiting', 'roots inheriting', 'moving roots'];False;new home;0.3179408609867096
1053;Bubba Ho-tep;6.488;2002-06-09;en;tt0281686;Comedy, Fantasy, Horror;"Based on the Bram Stoker Award nominee short story by cult author Joe R. Lansdale, Bubba Ho-tep tells the ""true"" story of what really did become of Elvis Presley. We find Elvis (Bruce Campbell) as an elderly resident in an East Texas rest home, who switched identities with an Elvis impersonator years before his ""death"", then missed his chance to switch back. Elvis teams up with Jack (Ossie Davis), a fellow nursing home resident who thinks that he is actually President John F. Kennedy, and the two valiant old codgers sally forth to battle an evil Egyptian entity who has chosen their long-term care facility as his happy hunting grounds.";$1,239,183;1239541;['did elvis presley', 'presley elvis', 'elvis presley elvis', 'elvis presley', 'did elvis', 'identities elvis', 'switch elvis', 'presley elvis bruce', 'really did elvis', 'elvis teams jack', 'identities elvis impersonator', 'elvis bruce campbell', 'elvis impersonator', 'switched identities elvis', 'elvis impersonator years', 'elvis bruce', 'chance switch elvis', 'bubba ho', 'switch elvis teams', 'elvis teams', 'bubba ho tep', 'jack ossie davis', 'jack ossie', 'bruce campbell elderly', 'kennedy valiant old', 'old codgers sally', 'lansdale bubba ho', 'campbell elderly resident', 'nominee short story', 'story cult author', 'tells true story', 'short story', 'joe lansdale bubba', 'texas rest home', 'president john kennedy', 'fellow nursing home', 'impersonator years death', 'years death missed', 'nursing home resident', 'davis fellow nursing', 'true story really', 'based bram stoker', 'elderly resident', 'home resident thinks', 'short story cult', 'teams jack ossie', 'years death', 'author joe', 'rest home', 'evil egyptian', 'sally forth', 'valiant old codgers', 'death missed chance', 'actually president john', 'thinks actually president', 'home switched identities', 'joe lansdale', 'award nominee', 'rest home switched', 'nominee short', 'term care', 'stoker award', 'long term', 'chosen long', 'tells true', 'tep tells true', 'resident east', 'egyptian entity chosen', 'care facility', 'really did', 'happy hunting', 'hunting grounds', 'entity chosen', 'forth battle', 'facility happy'];False;mysterious man;0.30825820565223694
1054;Bleach the Movie: Memories of Nobody;6.921;2006-12-16;ja;tt1105263;Animation, Action, Adventure;In Karakura Town, unidentifiable spirits begin appearing en mases. While attempting to deal with these strange souls, Ichigo Kurosaki and Rukia Kuchiki meet Senna, a mysterious shinigami who wipes out most of them. Senna refuses to answer any questions, so Ichigo is forced to follow her while Rukia tries to find out what's going on.;;1238072;['senna mysterious shinigami', 'kuchiki meet senna', 'ichigo kurosaki rukia', 'souls ichigo kurosaki', 'meet senna mysterious', 'senna mysterious', 'kurosaki rukia', 'ichigo kurosaki', 'kurosaki rukia kuchiki', 'rukia kuchiki', 'strange souls ichigo', 'rukia kuchiki meet', 'souls ichigo', 'shinigami wipes senna', 'meet senna', 'rukia tries going', 'forced follow rukia', 'ichigo forced follow', 'follow rukia tries', 'follow rukia', 'senna refuses', 'rukia tries', 'karakura town unidentifiable', 'questions ichigo', 'wipes senna', 'ichigo forced', 'senna refuses answer', 'karakura town', 'answer questions ichigo', 'kuchiki meet', 'wipes senna refuses', 'questions ichigo forced', 'mysterious shinigami', 'town unidentifiable spirits', 'unidentifiable spirits', 'unidentifiable spirits begin', 'spirits begin appearing', 'spirits begin', 'mysterious shinigami wipes', 'strange souls', 'deal strange souls', 'shinigami wipes', 'mases attempting deal', 'town unidentifiable', 'attempting deal strange', 'begin appearing', 'mases attempting', 'appearing en mases', 'begin appearing en', 'en mases attempting', 'appearing en', 'en mases', 'tries going', 'forced follow', 'deal strange', 'attempting deal', 'refuses answer', 'refuses answer questions', 'answer questions'];False;mysterious man;0.2915042042732239
1055;Scarygirl;6.9;2023-10-05;en;tt4556264;Animation, Adventure, Fantasy;As her world is shrouded in darkness, a young girl must overcome her fears and travel to a mysterious city of light, save her father from a dangerous scientist and prevent the destruction of her planet.;;1194805;['darkness young girl', 'world shrouded darkness', 'shrouded darkness young', 'darkness young', 'shrouded darkness', 'young girl overcome', 'girl overcome fears', 'fears travel mysterious', 'light save father', 'girl overcome', 'travel mysterious', 'fears travel', 'travel mysterious city', 'overcome fears travel', 'mysterious city light', 'mysterious city', 'save father dangerous', 'overcome fears', 'save father', 'father dangerous', 'world shrouded', 'young girl', 'city light save', 'light save', 'city light', 'father dangerous scientist', 'prevent destruction planet', 'destruction planet', 'dangerous scientist prevent', 'scientist prevent destruction', 'dangerous scientist', 'scientist prevent', 'prevent destruction'];False;perilous journey;0.3980967402458191
1056;Ci vuole un gran fisico;4.938;2013-03-07;it;tt2753492;Comedy;Forced to deal with the impending menopause Eve has to relive his life up to that point. With the 'help of Angelo (a real and clumsy guardian angel) she is also going be able to take off a few pebbles from her shoes.;;1158451;['help angelo', 'help angelo real', 'menopause eve relive', 'eve relive', 'impending menopause eve', 'eve relive life', 'angelo real clumsy', 'angel going able', 'menopause eve', 'point help angelo', 'clumsy guardian angel', 'angelo real', 'angel going', 'guardian angel going', 'guardian angel', 'impending menopause', 'deal impending menopause', 'clumsy guardian', 'real clumsy guardian', 'going able pebbles', 'able pebbles', 'able pebbles shoes', 'pebbles shoes', 'relive life', 'relive life point', 'deal impending', 'forced deal impending', 'life point help', 'real clumsy', 'going able', 'life point', 'point help', 'forced deal'];False;magical powers;0.2791425585746765
1057;Cold Souls;5.991;2009-08-07;en;tt1127877;Comedy, Drama, Fantasy;"Civilization and its discontents. Paul, an actor preparing for ""Uncle Vanya"" on Broadway, is mired in ennui. His agent tells him about an office where he can put his soul in storage. He does so then discovers that being soulless helps neither his acting nor his marriage; he returns to the office and rents, for two weeks, the soul of a Russian poet. His acting improves, but his wife finds him different, he sees bits of the borrowed soul's life, and he's now deep in sorrow. He wants his own soul back, but there are complications: it's in St. Petersburg. With the help of Nina, a Russian who transports souls to the U.S., he determines to get it back. Who has he become?";$905,209;1134837;['soul russian poet', 'soul russian', 'discovers soulless', 'does discovers soulless', 'discovers soulless helps', 'weeks soul russian', 'russian transports souls', 'borrowed soul life', 'wants soul complications', 'soul life deep', 'soul complications', 'borrowed soul', 'soul life', 'soulless helps acting', 'discontents paul actor', 'wants soul', 'soul complications st', 'soul storage', 'sorrow wants soul', 'tells office soul', 'russian poet acting', 'uncle vanya', 'russian poet', 'paul actor', 'office soul', 'discontents paul', 'soulless helps', 'civilization discontents paul', 'bits borrowed soul', 'uncle vanya broadway', 'office soul storage', 'paul actor preparing', 'preparing uncle vanya', 'mired ennui agent', 'weeks soul', 'transports souls', 'rents weeks soul', 'soul storage does', 'nina russian', 'souls determines', 'help nina russian', 'ennui agent', 'actor preparing uncle', 'petersburg help nina', 'poet acting', 'mired ennui', 'life deep sorrow', 'deep sorrow wants', 'ennui agent tells', 'vanya broadway mired', 'broadway mired ennui', 'nina russian transports', 'life deep', 'acting marriage returns', 'st petersburg', 'complications st petersburg', 'actor preparing', 'petersburg help', 'russian transports', 'civilization discontents', 'does discovers', 'preparing uncle', 'agent tells', 'helps acting marriage', 'wife finds', 'help nina', 'acting improves', 'complications st', 'storage does discovers', 'sees bits borrowed', 'improves wife', 'storage does', 'returns office rents', 'finds different', 'different sees'];False;young prince;0.3893527686595917
1058;Tokyo!;6.891;2008-08-16;ja;tt0976060;Comedy, Drama, Fantasy;"Tokyo is a city of transitions in three short films. A young woman who finds her life useless experiences a metamorphosis. A disheveled Caucasian emerges from a manhole to face arrest, trial, and execution; he calls himself ""Merde"" and speaks a language only his look-alike attorney understands. Is he human? A recluse experiences human contact when a pizza-delivery girl faints at his door during an earthquake. He conquers fear to seek her out. A chair, a corpse, a hermit: sources of urban connection?";$351,059;1133863;['tokyo city transitions', 'tokyo city', 'corpse hermit', 'city transitions', 'chair corpse hermit', 'hermit sources urban', 'experiences human', 'caucasian emerges manhole', 'city transitions short', 'urban connection', 'recluse experiences human', 'corpse hermit sources', 'emerges manhole', 'emerges manhole face', 'experiences human contact', 'experiences metamorphosis', 'human recluse experiences', 'caucasian emerges', 'understands human', 'merde speaks language', 'human recluse', 'disheveled caucasian emerges', 'merde speaks', 'understands human recluse', 'films young woman', 'human contact', 'metamorphosis disheveled caucasian', 'chair corpse', 'sources urban connection', 'manhole face arrest', 'experiences metamorphosis disheveled', 'calls merde speaks', 'sources urban', 'seek chair corpse', 'manhole face', 'calls merde', 'woman finds life', 'speaks language look', 'films young', 'face arrest', 'attorney understands human', 'language look', 'useless experiences metamorphosis', 'human contact pizza', 'execution calls merde', 'faints door', 'disheveled caucasian', 'finds life', 'face arrest trial', 'short films', 'hermit sources', 'young woman', 'speaks language', 'girl faints door', 'woman finds', 'language look alike', 'transitions short films', 'arrest trial', 'transitions short', 'fear seek', 'door earthquake', 'delivery girl', 'young woman finds', 'fear seek chair', 'conquers fear', 'pizza delivery girl', 'finds life useless', 'earthquake conquers', 'execution calls', 'useless experiences', 'look alike', 'delivery girl faints', 'trial execution', 'contact pizza delivery', 'alike attorney'];False;young woman;0.49686092138290405
1059;Pretty Guardian Sailor Moon Eternal the Movie Part 2;8.2;2021-02-11;ja;tt25407384;Animation, Action, Adventure;;0;1130225;[];False;school student;0.3304065465927124
1060;Look Away;6.5;2018-10-12;en;tt5834760;Drama, Fantasy, Horror;Maria, a lonely 18-year-old high school student, opens up to her reflection because of the lack of support she has from family and her peers. She switches place with her supportive, but evil, twin that she discovers in the mirror's reflection, but the newfound freedom unleashes suppressed feelings.;;1119537;['twin discovers mirror', 'maria lonely', 'maria lonely 18', 'mirror reflection newfound', 'discovers mirror', 'discovers mirror reflection', 'supportive evil twin', 'mirror reflection', 'reflection newfound', 'evil twin discovers', 'twin discovers', 'evil twin', 'student opens reflection', 'reflection lack', 'reflection newfound freedom', 'opens reflection', 'reflection lack support', 'opens reflection lack', 'family peers', 'lonely 18 year', 'support family peers', 'lonely 18', 'high school student', 'supportive evil', 'school student', 'family peers switches', 'place supportive evil', 'old high school', 'year old high', 'unleashes suppressed feelings', '18 year old', 'school student opens', 'year old', 'student opens', 'newfound freedom unleashes', 'suppressed feelings', 'high school', 'place supportive', 'peers switches place', 'support family', 'peers switches', 'newfound freedom', 'lack support family', 'old high', 'switches place supportive', '18 year', 'switches place', 'freedom unleashes', 'lack support', 'unleashes suppressed', 'freedom unleashes suppressed'];False;young woman;0.4025857150554657
1061;The Seven Deadly Sins: Cursed by Light;7.7;2021-07-02;ja;tt13884144;Animation, Action, Adventure;Meliodas and his friends jump back into action when the new era of peace is threatened by a powerful magical alliance that could spell the end for all.;;1094673;['meliodas friends', 'meliodas friends jump', 'powerful magical alliance', 'magical alliance', 'alliance spell end', 'new era peace', 'era peace threatened', 'magical alliance spell', 'peace threatened', 'peace threatened powerful', 'threatened powerful magical', 'era peace', 'spell end', 'alliance spell', 'new era', 'action new era', 'powerful magical', 'threatened powerful', 'friends jump action', 'friends jump', 'action new', 'jump action', 'jump action new'];False;magical powers;0.35577425360679626
1062;The Last Warrior;5.8;2018-01-18;ru;tt7844166;Action, Drama, Fantasy;"These are times when one civilization is replacing another. A new era is about to begin in Central Eurasia. Scythians, the proud warriors, are all but gone. The few of their descendants have become ruthless mercenary assassins, the ""waves of Ares."" Lutobor, is a soldier with a difficult task at hand. He becomes involved in internecine conflicts and sets off on a perilous journey to save his family. His guide is a captive Scythian by the name of Weasel. Lutobor and Weasel are enemies. They pray to different gods but must embark on this journey together. They brave the wild steppes, moving toward the last haven of the Scythians, to what seems to be their inevitable demise.";;1053002;['scythian weasel lutobor', 'lutobor weasel enemies', 'scythians inevitable demise', 'scythian weasel', 'scythians inevitable', 'haven scythians inevitable', 'lutobor weasel', 'weasel lutobor', 'weasel lutobor weasel', 'eurasia scythians', 'ares lutobor soldier', 'haven scythians', 'captive scythian weasel', 'central eurasia scythians', 'captive scythian', 'eurasia scythians proud', 'guide captive scythian', 'lutobor soldier', 'ares lutobor', 'scythians proud warriors', 'scythians proud', 'lutobor soldier difficult', 'moving haven scythians', 'weasel enemies', 'waves ares lutobor', 'weasel enemies pray', 'assassins waves ares', 'ruthless mercenary assassins', 'mercenary assassins waves', 'mercenary assassins', 'descendants ruthless mercenary', 'ruthless mercenary', 'waves ares', 'gods embark journey', 'brave wild steppes', 'wild steppes', 'different gods embark', 'begin central eurasia', 'wild steppes moving', 'central eurasia', 'enemies pray', 'steppes moving haven', 'descendants ruthless', 'assassins waves', 'inevitable demise', 'conflicts sets perilous', 'different gods', 'warriors gone descendants', 'sets perilous journey', 'times civilization', 'perilous journey', 'civilization replacing new', 'embark journey', 'soldier difficult task', 'journey brave', 'perilous journey save', 'family guide captive', 'guide captive', 'internecine conflicts', 'era begin', 'journey save family', 'proud warriors', 'brave wild', 'gone descendants', 'journey save', 'replacing new era', 'warriors gone', 'pray different', 'moving haven', 'save family guide', 'involved internecine', 'replacing new', 'difficult task', 'begin central', 'task hand'];False;perilous journey;0.47017979621887207
1063;Irati;6.6;2023-02-24;eu;tt15734582;Action, Adventure, Drama;Follows Irati, a young girl who will guide a group of Christian and Muslim warriors through a journey in an ancient mythological world where everything that has a name exists, in an attempt to recover a lost treasure.;;1036926;['irati young girl', 'irati young', 'follows irati', 'follows irati young', 'mythological world', 'young girl guide', 'ancient mythological world', 'journey ancient mythological', 'ancient mythological', 'mythological world exists', 'warriors journey ancient', 'muslim warriors journey', 'girl guide', 'christian muslim warriors', 'young girl', 'warriors journey', 'journey ancient', 'muslim warriors', 'girl guide group', 'guide group christian', 'group christian muslim', 'christian muslim', 'lost treasure', 'group christian', 'guide group', 'recover lost treasure', 'world exists', 'world exists attempt', 'recover lost', 'attempt recover lost', 'exists attempt recover', 'exists attempt', 'attempt recover'];False;epic quest;0.4014555811882019
1064;Petite Maman;7.106;2021-06-02;fr;tt13204490;Drama, Fantasy;Céline Sciamma continues to prove herself as one of the most accomplished and unpredictable contemporary French filmmakers with her follow up to Portrait de la jeune fille en feu (2019), the uniquely emotional PETITE MAMAN. Following the death of her beloved grandmother, 8-year-old Nelly accompanies her parents to her mother's childhood home to begin the difficult process of cleaning out its contents. As Nelly explores the house and nearby woods, she is immediately drawn to a neighbor her own age building a treehouse. What follows is a tender tale of childhood grief, memory and connection.;$829,065;1024575;['céline sciamma', 'céline sciamma continues', 'old nelly accompanies', 'old nelly', 'year old nelly', 'nelly accompanies parents', 'nelly explores', 'nelly explores house', 'contents nelly explores', 'emotional petite maman', 'portrait la jeune', 'nelly accompanies', 'petite maman', 'la jeune fille', 'petite maman following', 'jeune fille', 'maman following death', 'grandmother year old', 'death beloved grandmother', 'beloved grandmother year', 'beloved grandmother', 'contents nelly', 'la jeune', 'en feu', 'mother childhood', 'fille en feu', 'jeune fille en', 'en feu 2019', 'parents mother childhood', 'contemporary french filmmakers', 'grandmother year', 'mother childhood home', 'parents mother', 'accompanies parents mother', 'portrait la', 'uniquely emotional petite', 'contemporary french', 'feu 2019', 'tale childhood grief', 'emotional petite', 'tale childhood', 'death beloved', 'maman following', 'age building', 'tender tale childhood', 'unpredictable contemporary french', 'feu 2019 uniquely', 'fille en', 'year old', 'filmmakers follow portrait', '2019 uniquely emotional', 'cleaning contents nelly', 'drawn neighbor age', 'age building treehouse', 'neighbor age building', 'follow portrait', 'sciamma continues', 'grief memory', 'following death', 'accomplished unpredictable contemporary', '2019 uniquely', 'treehouse follows', 'filmmakers follow', 'house nearby woods', 'woods immediately drawn', 'explores house nearby', 'nearby woods immediately', 'immediately drawn neighbor', 'begin difficult', 'memory connection', 'home begin', 'difficult process', 'follows tender', 'prove accomplished', 'difficult process cleaning'];False;mother died;0.466607928276062
1065;Mummy, I'm a Zombie;7.0;2014-10-06;es;tt3789946;Animation;In the sequel to DADDY, I'M A ZOMBIE, the fate of the planet is again in Dixie's hands as she fights to end a battle between the living and the dead, while also balancing her popularity and campaigning for student council.;$120;1000000;['daddy zombie fate', 'daddy zombie', 'sequel daddy zombie', 'fate planet dixie', 'zombie fate planet', 'planet dixie hands', 'planet dixie', 'zombie fate', 'dixie hands', 'dixie hands fights', 'sequel daddy', 'living dead', 'battle living dead', 'fate planet', 'living dead balancing', 'end battle living', 'battle living', 'end battle', 'hands fights end', 'hands fights', 'dead balancing', 'fights end', 'fights end battle', 'campaigning student', 'dead balancing popularity', 'popularity campaigning student', 'popularity campaigning', 'campaigning student council', 'balancing popularity campaigning', 'student council', 'balancing popularity'];False;father king;0.34919726848602295
1066;Ana and Bruno;7.6;2017-09-01;es;tt1183352;Animation, Action, Adventure;An animated adventure about a young girl who seeks out her father in order to help save her troubled mother.;;976967;['girl seeks father', 'animated adventure young', 'animated adventure', 'save troubled mother', 'adventure young girl', 'troubled mother', 'seeks father', 'seeks father order', 'adventure young', 'young girl seeks', 'father order', 'father order help', 'girl seeks', 'young girl', 'help save troubled', 'save troubled', 'help save', 'order help save', 'order help'];False;little girl;0.3824310898780823
1067;MirrorMask;6.4;2005-01-25;en;tt0366780;Drama, Fantasy;In a fantasy world of opposing kingdoms, a 15-year-old girl named Helena who works at the family circus with her father and mother, who wishes--quite ironically--that she could run away from the circus and join 'real life'. But such is not to be the case, as she finds herself on a strange journey into the Dark Lands, a fantastic landscape filled with giants, Monkeybirds and dangerous sphinxes. She must find the fabled MirrorMask in order to save the kingdom and get back home.;$866,999;973613;['fabled mirrormask', 'sphinxes fabled mirrormask', 'family circus', 'works family circus', 'run away circus', 'away circus', 'fantasy world', 'helena works family', 'helena works', 'kingdom home', 'girl named helena', 'named helena works', 'fantasy world opposing', 'circus father mother', 'family circus father', 'circus father', 'kingdoms 15', 'away circus join', 'fabled mirrormask order', 'save kingdom home', 'save kingdom', 'named helena', 'dangerous sphinxes fabled', 'sphinxes fabled', 'opposing kingdoms 15', 'world opposing kingdoms', 'kingdoms 15 year', 'circus join real', 'journey dark lands', 'old girl named', 'dark lands', 'dangerous sphinxes', 'strange journey dark', 'monkeybirds dangerous sphinxes', 'finds strange journey', 'opposing kingdoms', 'strange journey', 'circus join', 'order save kingdom', 'year old girl', 'old girl', 'dark lands fantastic', 'girl named', 'ironically run away', 'works family', 'journey dark', 'real life', 'mirrormask order', 'finds strange', '15 year old', 'run away', 'join real life', 'world opposing', 'giants monkeybirds', 'year old', 'monkeybirds dangerous', 'giants monkeybirds dangerous', 'lands fantastic', 'father mother', 'real life case', 'mirrormask order save', 'mother wishes quite', 'life case finds', 'father mother wishes', 'quite ironically run', 'life case', 'join real', 'fantastic landscape', '15 year', 'wishes quite ironically', 'quite ironically', 'wishes quite', 'case finds strange', 'landscape filled', 'filled giants'];False;wizarding world;0.38074684143066406
1068;Nine Days;6.795;2021-07-15;en;tt10451852;Drama, Fantasy;Will (Winston Duke) spends his days in a remote outpost watching the live Point of View (POV) on TV's of people going about their lives, until one subject perishes, leaving a vacancy for a new life on earth. Soon, several candidates - unborn souls - arrive at Will's to undergo tests determining their fitness, facing oblivion when they are deemed unsuitable. But Will soon faces his own existential challenge in the form of free-spirited Emma (Zazie Beetz), a candidate who is not like the others, forcing him to turn within and reckon with his own tumultuous past. Fueled by unexpected power, he discovers a bold new path forward in his own life. Making his feature-film debut after a series of highly acclaimed and award-winning short films and music videos, Japanese Brazilian director Edson Oda delivers a heartfelt and meditative vision of human souls in limbo, aching to be born against unimaginable odds, yet hindered by forces beyond their will.;$694,849;969204;['director edson oda', 'winston duke', 'director edson', 'winston duke spends', 'brazilian director edson', 'oda delivers heartfelt', 'path forward life', 'free spirited emma', 'edson oda delivers', 'feature film debut', 'unexpected power discovers', 'emma zazie', 'feature film', 'candidates unborn souls', 'vision human souls', 'going lives subject', 'soon faces existential', 'new life', 'brazilian director', 'soon candidates unborn', 'form free spirited', 'human souls limbo', 'point view pov', 'winning short films', 'heartfelt meditative vision', 'zazie beetz', 'pov tv', 'life making feature', 'discovers bold', 'vacancy new life', 'limbo aching', 'duke spends days', 'facing oblivion', 'vision human', 'souls arrive', 'series highly acclaimed', 'lives subject perishes', 'live point', 'soon faces', 'soon candidates', 'films music videos', 'fitness facing oblivion', 'videos japanese brazilian', 'people going lives', 'new life earth', 'new path', 'turn reckon', 'beetz candidate like', 'born unimaginable', 'aching born', 'debut series', 'earth soon candidates', 'acclaimed award winning', 'existential challenge form', 'unsuitable soon', 'delivers heartfelt', 'arrive undergo', 'outpost watching live', 'fitness facing', 'reckon tumultuous', 'past fueled unexpected', 'bold new', 'undergo tests', 'odds hindered forces', 'like forcing turn', 'perishes leaving vacancy', 'form free', 'series highly', 'unimaginable odds', 'tv people', 'tests determining fitness', 'days remote', 'candidate like forcing', 'challenge form', 'spends days'];False;mysterious man;0.38327842950820923
1069;Blithe Spirit;5.721;2020-11-10;en;tt10334148;Comedy, Fantasy, Romance;A spiritualist medium holds a seance for a writer suffering from writer's block but accidentally summons the spirit of his deceased first wife, which leads to an increasingly complex love triangle with his current wife of five years.;$282,500;964832;['spiritualist medium holds', 'spirit deceased wife', 'spiritualist medium', 'holds seance writer', 'seance writer suffering', 'seance writer', 'deceased wife', 'holds seance', 'medium holds seance', 'spirit deceased', 'current wife', 'summons spirit deceased', 'increasingly complex love', 'deceased wife leads', 'writer suffering', 'complex love', 'summons spirit', 'writer suffering writer', 'accidentally summons spirit', 'suffering writer', 'triangle current wife', 'suffering writer block', 'complex love triangle', 'current wife years', 'love triangle current', 'wife leads', 'wife leads increasingly', 'love triangle', 'wife years', 'writer block', 'medium holds', 'writer block accidentally', 'accidentally summons', 'block accidentally summons', 'increasingly complex', 'block accidentally', 'triangle current', 'leads increasingly complex', 'leads increasingly'];False;fairy tale;0.26608115434646606
1070;Momo;7.043;2001-12-21;it;tt0299040;Animation, Family, Fantasy;Momo, a little girl, tries to save the world from the Gray Men who are intent on stealing people's time.;;928169;['momo little girl', 'momo little', 'tries save world', 'save world gray', 'girl tries save', 'save world', 'little girl tries', 'stealing people time', 'world gray men', 'little girl', 'stealing people', 'men intent stealing', 'intent stealing people', 'world gray', 'girl tries', 'tries save', 'gray men intent', 'gray men', 'intent stealing', 'people time', 'men intent'];False;save world;0.42649105191230774
1071;Dust Bunny;6.6;2025-12-11;en;tt23172090;Action, Drama, Horror;An eight-year-old girl asks her scheming neighbor for help in killing the monster under her bed that she thinks ate her family.;$582,934;928164;['neighbor help killing', 'asks scheming neighbor', 'killing monster bed', 'help killing monster', 'scheming neighbor help', 'scheming neighbor', 'killing monster', 'girl asks scheming', 'neighbor help', 'bed thinks ate', 'monster bed thinks', 'thinks ate family', 'help killing', 'monster bed', 'old girl asks', 'girl asks', 'ate family', 'year old girl', 'thinks ate', 'old girl', 'asks scheming', 'bed thinks', 'year old'];False;monster high;0.2871617078781128
